seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,fertilizer_collected,unsold_units,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
16,1,A_diversified,B_cow_sheep,31682.0,53636.0,0,DONE,719,18.012,4025,0.9448,0.5722,532,122,55,1,4,17,4.833,0
16,0,B_cow_sheep,C_goose_wheat,58736.0,26140.0,1,DONE,719,18.769,4853,0.9481,0.5798,638,156,17,2,1,3,8.8125,0
16,1,C_goose_wheat,B_cow_sheep,26140.0,58736.0,0,DONE,719,18.769,4853,0.9291,0.5728,742,109,14,2,0,0,3.9007,0
16,0,A_diversified,B_cow_sheep,31700.0,53693.0,0,DONE,719,19.02,4025,0.9448,0.5722,532,122,55,1,4,17,8.288,0
16,1,B_cow_sheep,A_diversified,53693.0,31700.0,1,DONE,719,19.02,4853,0.9479,0.5809,634,156,36,2,1,3,4.8786,0
16,0,C_goose_wheat,B_cow_sheep,26699.0,58742.0,0,DONE,719,20.155,4853,0.9287,0.5712,744,110,23,2,0,0,7.1521,0
16,1,B_cow_sheep,C_goose_wheat,58742.0,26699.0,1,DONE,719,20.155,4853,0.9481,0.5798,638,156,17,2,1,3,4.6318,0
17,0,B_cow_sheep,B_cow_sheep,49392.0,49331.0,1,DONE,719,16.439,4853,0.9472,0.5778,640,155,10,2,1,3,4.7602,0
17,1,B_cow_sheep,B_cow_sheep,49331.0,49392.0,0,DONE,719,16.439,4853,0.9472,0.578,640,155,10,2,1,3,3.7105,0
17,0,B_cow_sheep,A_diversified,50317.0,33377.0,1,DONE,719,18.291,4853,0.9472,0.5778,640,155,10,2,1,3,9.4709,0
17,1,A_diversified,B_cow_sheep,33377.0,50317.0,0,DONE,719,18.291,4025,0.9448,0.5722,532,122,55,1,4,17,2.8118,0
17,0,B_cow_sheep,C_goose_wheat,50002.0,25599.0,1,DONE,719,19.973,4853,0.9472,0.5778,640,155,10,2,1,3,7.3048,0
17,1,C_goose_wheat,B_cow_sheep,25599.0,50002.0,0,DONE,719,19.973,4853,0.9289,0.5724,741,109,4,2,0,0,4.9405,0
17,0,A_diversified,B_cow_sheep,33184.0,54959.0,0,DONE,719,21.266,4025,0.9491,0.5747,532,124,30,1,5,21,12.1907,0
